method,dimension,iteration,x,f_val,dist_to_min,step_size,grad_norm,grad_cosine_sim,rel_improvement_f,rel_improvement_dist,rel_improvement_grad
GradientDescent,8,10,"[0.40532697320850164, -0.10952860683991575, 0.5346929360415663, 1.2472315121705895, -0.18659451798229576, -0.18658120641221201, 1.2938265186425264, 0.6368096775465715]",4.541799260558708,2.0413018243801266,0.0024135038597441756,2.419019633190682,0.9999990265444278,0.0012823520940414502,0.0010096748704113943,-0.0022853799981705945
GradientDescent,8,11,"[0.40470335451337214, -0.10903160685055745, 0.5345191507368093, 1.245804581077973, -0.1858567103627339, -0.185843428811621, 1.2923971276688013, 0.636942261923537]",4.535940959150626,2.039234844405178,0.002419019633190636,2.424507990292933,0.9999990138668684,0.0012898635699195905,0.0010125793012388529,-0.0022688352863891015
GradientDescent,8,12,"[0.40407615423009186, -0.10853481538395697, 0.5343449362384403, 1.244375159532275, -0.18511803961252363, -0.18510478834936941, 1.290963541437214, 0.6370766743430696]",4.530056094156848,2.03716406278052,0.00242450799029295,2.4299677231067673,0.9999990008118511,0.0012973857126394133,0.0010154699103634374,-0.0022518930998344563
GradientDescent,8,13,"[0.40344534098883494, -0.10803823820067514, 0.5341702876699032, 1.2429432871322674, -0.18437851569750668, -0.18436529499141227, 1.2895257806995348, 0.637212932232703]",4.524144746164303,2.03508952492932,0.002429967723106725,2.435397608748962,0.9999989873692731,0.0013049171731381352,0.0010183459884759599,-0.002234550521211191
GradientDescent,8,14,"[0.40281088324838293, -0.10754188119769965, 0.5339952000589647, 1.2415090044139596, -0.18363814887458865, -0.1836249589947369, 1.2880838673075337, 0.6373510531067739]",4.518207002683898,2.033011277638171,0.00243539760874899,2.440796409740793,0.999998973528827,0.0013124565666117842,0.0010212068145854854,-0.0022168047518961002
GradientDescent,8,15,"[0.40217274930094193, -0.10704575040998665, 0.5338196683362493, 1.2400723528564106, -0.18289694969582698, -0.18288379091145013, 1.286637824231246, 0.6374910545644918]",4.512242958269255,2.030929369072449,0.0024407964097407993,2.4461628743768475,0.999998959280001,0.0013200024724631702,0.0010240516560933216,-0.002198653117743814
GradientDescent,8,16,"[0.4015309072771995, -0.10654985201196635, 0.5336436873337673, 1.2386333748871705, -0.18215492901247451, -0.18214180159282123, 1.2851876755770766, 0.6376329542879368]",4.506252714633632,2.028843848791319,0.0024461628743767264,2.451495737119549,0.9999989446120784,0.0013275534342947176,0.0010268797688825252,-0.002180093074979696
GradientDescent,8,17,"[0.40088532515162584, -0.10605419231901038, 0.5334672517834381, 1.237192113887335, -0.18141209797897392, -0.18139900219327557, 1.2837334466057195, 0.6377767700399806]",4.500236380764857,2.0267547677623523,0.0024514957371195613,2.4567937190198728,0.9999989295141355,0.0013351079599325652,0.0010296903974208976,-0.002161122216165397
GradientDescent,8,18,"[0.40023597074802564, -0.10555877778885846, 0.533290356315607, 1.2357486141961962, -0.1806684680568978, -0.18065540417433396, 1.2822751637498717, 0.6379225196621338]",4.494194073037988,2.024662178375741,0.002456793719019946,2.4620555281647207,0.9999989139750426,0.0013426645215116034,0.0010324827748754276,-0.0021417382762388163
GradientDescent,8,19,"[0.3995828117453443, -0.10506361502300164, 0.5331129954575573, 1.234302921115475, -0.1799240510188291, -0.1799110193084925, 1.2808128546317137, 0.6380702210723165]",4.488125915325636,2.0225661344580805,0.0024620555281647653,2.4672798601513737,0.9999988979834638,0.0013502215555748166,0.0010352561232422582,-0.0021219391386137028
GradientDescent,8,20,"[0.39892581568373514, -0.10456871076801985, 0.5329351636320195, 1.2328550809131162, -0.1791788589521772, -0.17916585968303758, 1.2793465480801347, 0.6382198922625539]",4.482032039105608,2.0204666912856895,0.002467279860151463,2.47246539858944,0.9999988815278577,0.0013577774632434422,0.0010380096534908104,-0.0021017228413431717
GradientDescent,8,21,"[0.39826494997089124, -0.1040740719168709, 0.5327568551556757, 1.2314051408266335, -0.1784329042629232, -0.17841993770379092, 1.2778762741476757, 0.638371551296595]",4.475912583565734,2.0183639055974503,0.002472465398589473,2.477610815630656,0.999998864596477,0.0013653306104200436,0.0010407425657193647,-0.0020810875833295397
GradientDescent,8,22,"[0.39760018188864815, -0.10357970551012848, 0.5325780642376624, 1.2299531490659847, -0.17768619967928984, -0.17767326609877845, 1.2764020641271645, 0.6385252163074547]",4.469767695705617,2.0162578356071337,0.0024776108156305916,2.4827147725268817,0.9999988471773719,0.001372879328045676,0.0010434540493297134,-0.0020600317305792338
GradientDescent,8,23,"[0.39693147859986166, -0.10308561873716635, 0.5323987849780709, 1.2284991548159634, -0.17693875825532998, -0.17692585792181803, 1.2749239505680159, 0.6386809054948805]",4.463597530435138,2.014148541015182,0.0024827147725269543,2.4877759202165732,0.9999988292583886,0.0013804219123976285,0.0010461432832158044,-0.002038553822491814
GradientDescent,8,24,"[0.39625880715556544, -0.1025918189372862, 0.5322190113664469, 1.2270432082380895, -0.1761905933744276, -0.17617772655601996, 1.273441967292171, 0.6388386371227412]",4.4574022506694,2.012036083019932,0.0024877759202166926,2.4927928999399978,0.9999988108271727,0.0013879566254562574,0.0010488094359641066,-0.0020166525781742297
GradientDescent,8,25,"[0.39558213450241375, -0.10209831360078617, 0.5320387372802893, 1.2255853604719835, -0.1754417187527061, -0.17542888571719423, 1.2719561494096463, 0.6389984295163399]",4.451182027419993,2.0099205243282383,0.0024927928999401066,2.4977643438833943,0.9999987918711716,0.0013954816953020478,0.0010514516660746719,-0.0019943269027748803
GradientDescent,8,26,"[0.3949014274904136, -0.10160511036996758, 0.5318579564835499, 1.2241256636362068, -0.17469214844233705, -0.17467934945715893, 1.270466533333664, 0.6391603010596502]",4.444937039882259,2.0078019291654736,0.0024977643438834156,2.50268887585224,0.9999987723776369,0.0014029953165841853,0.001054069122197145,-0.0019715758938208656
GradientDescent,8,27,"[0.3942166528809507, -0.10111221704007682, 0.5316766626251344, 1.2226641708285535, -0.17394189683474434, -0.1739291321669434, 1.2689731567953377, 0.6393242701924766]",4.438667475518351,2.005680363284882,0.0025026888758522075,2.50756511197374,0.9999987523336281,0.0014104956510417085,0.0010566609433796826,-0.0019483988475553146
GradientDescent,8,28,"[0.393527777355114, -0.10061964156017979, 0.5314948492374041, 1.2212009361257787, -0.17319097866369662, -0.17317824857987993, 1.2674760588578802, 0.6394903554075393]",4.432373530135887,2.003555893976251,0.0025075651119737456,2.512391661428601,0.9999987317260148,0.0014179808280700944,0.0010592262593386872,-0.0019247952652609974
GradientDescent,8,29,"[0.3928347675223229, -0.10012739203396598, 0.5313125097346829, 1.2197360145827456, -0.17243940900828233, -0.1724267137745783, 1.2659752799303068, 0.6396585752474824]",4.42605540796189,2.001428590073873,0.002512391661428645,2.517167127212087,0.9999987105414828,0.0014254489453653309,0.0010617641907438163,-0.0019007648595563888
GradientDescent,8,30,"[0.392137589929261, -0.09963547672047939, 0.531129637411766, 1.2182694622309773, -0.17168720329576087, -0.17167454317777606, 1.2644708617806035, 0.6398289483018086]",4.4197133217118285,1.9992985219637796,0.002517167127212071,2.5218901069243156,0.9999986887665386,0.0014328980696113312,0.001064273849518113,-0.0018763075606583876
GradientDescent,8,31,"[0.391436211069121, -0.09914390403477347, 0.530946225442434, 1.2168013360765992, -0.17093437730428349, -0.1709217525670588, 1.2629628475483279, 0.6400014932037387]",4.413347492653497,1.9971657615902003,0.00252189010692428,2.526559193589672,0.9999986663875138,0.001440326237238018,0.0010667543391590986,-0.0018514235225938831
GradientDescent,8,32,"[0.39073059739116367, -0.09865268254848725, 0.5307622668779728, 1.2153316940976553, -0.17018094716547746, -0.1701683580734436, 1.2614512817566148, 0.640176228626998]",4.406958150665538,1.9950303824612379,0.0025265591935896507,2.5311729765051694,0.9999986433905712,0.0014477314552262515,0.0010692047550736074,-0.001826113129351287
GradientDescent,8,33,"[0.39002071531059523, -0.0981618209903398, 0.5305777546456996, 1.213860595240786, -0.16942692936688716, -0.16941437618381938, 1.2599362103235543, 0.6403531732825298]",4.400545534290256,1.9928924596537179,0.002531172976505061,2.535730042117508,0.9999986197617129,0.0014551117020056162,0.0010716241849322052,-0.0018003770009550396
GradientDescent,8,34,"[0.3893065312187661, -0.09767132824654022, 0.5303926815474959, 1.212388099417252, -0.1686723407542653, -0.16865982374323757, 1.2584176805729106, 0.6405323459151374]",4.394109890780612,1.9907520698171903,0.002535730042117556,2.540228974928532,0.9999985954867872,0.0014624649283810937,0.001074011709040961,-0.0017742159994551128
GradientDescent,8,35,"[0.38858801149369476, -0.0971812133611105, 0.5302070402583494, 1.210914267498293, -0.16791719853370798, -0.1679047179570464, 1.2568957412441528, 0.640713765300055]",4.387651476141105,1.9886092911770563,0.0025402289749284802,2.544668358428688,0.9999985705514957,0.0014697890585434793,0.0010763664007295412,-0.001747631234810656
GradientDescent,8,36,"[0.3878651225109187, -0.09669148553611813, 0.5300208233249052, 1.2094391613098037, -0.16716152027362696, -0.1671490763928625, 1.255370442501763, 0.6408974502394489]",4.381170555162274,1.9864642035367865,0.002544668358428758,2.5490467760580406,0.9999985449414025,0.0014770819911454542,0.0010786873267599468,-0.001720624070657311
GradientDescent,8,37,"[0.3871378306546764, -0.09620215413181608, 0.5298340231640257, 1.2079628436263214, -0.16640532390655235, -0.16639291698237305, 1.2538418359437944, 0.6410834195588515]",4.374667401448669,1.9843168882792133,0.00254904677605809,2.553362812194304,0.9999985186419457,0.0014843416004298648,0.0010809735477488626,-0.0016931961299423597
GradientDescent,8,38,"[0.386406102329422, -0.09571322866668724, 0.5296466320613635, 1.2064853781643063, -0.16564862773075953, -0.16563625802296192, 1.2523099746096438, 0.6412716921035272]",4.3681422974399595,1.9821674283668604,0.002553362812194236,2.557615053167289,0.9999984916384448,0.001491565737442876,0.0010832241186118324,-0.0016653493004116164
GradientDescent,8,39,"[0.3856699039716754, -0.09522471881739061, 0.5294586421699449, 1.2050068295747076, -0.16489145041171335, -0.1648791181791534, 1.2507749129870112, 0.6414622867347732]",4.36159553442506,1.9800159083412907,0.0025576150531673586,2.5618020882990695,0.9999984639161148,0.0014987522312943633,0.001085438089022784,-0.0016370857399339328
GradientDescent,8,40,"[0.3849292020622092, -0.0947366344186067, 0.5292700455087666, 1.203527263434804, -0.1641338109833234, -0.16412151648386678, 1.2492367070180141, 0.6416552223261575]",4.355027412548971,1.9778624143214436,0.0025618020882989872,2.5659225109690973,0.9999984354600768,0.0015058988904974545,0.0010876145038911018,-0.001608407881642238
GradientDescent,8,41,"[0.384183963138575, -0.09424898546277953, 0.5290808339614067, 1.2020467462393063, -0.16337572884900375, -0.16336347233947537, 1.247695414104425, 0.6418505177596929]",4.348438240812186,1.9757070340009366,0.0025659225109691468,2.5699749197034096,0.9999984062553714,0.001513003504363282,0.0010897524038579057,-0.0015793184388806143
GradientDescent,8,42,"[0.3834341538079696, -0.09376178209975262, 0.5288909992746503, 1.2005653453907166, -0.16261722378253052, -0.1626050055186639, 1.2461510931120028, 0.6420481919219536]",4.341828337062381,1.97354985664431,0.0025699749197034354,2.5739579192869915,0.9999983762869732,0.001520063844478169,0.0010918508258070312,-0.0015498204099367236
GradientDescent,8,43,"[0.3826797407604428, -0.09327503463629669, 0.5287005330571304, 1.199083129188932, -0.16185831592869154, -0.1618461361650771, 1.244603804373888, 0.6422482637001307]",4.335198027978272,1.9713909730821841,0.0025739579192869586,2.577870121898264,0.9999983455398054,0.001527077666224561,0.0010939088033968443,-0.001519917082543469
GradientDescent,8,44,"[0.38192069078244745, -0.09278875353552639, 0.5285094267779858, 1.1976001668200869, -0.16109902580372115, -0.16108688479375435, 1.243053609693032, 0.6424507519780337]",4.328547649045387,1.9692304757053185,0.002577870121898235,2.581710148264579,0.9999983139987563,0.001534042710382708,0.001095925367603662,-0.0014896120381299584
GradientDescent,8,45,"[0.3811569707707317, -0.09230294941620414, 0.528317671765537, 1.1961165283446276, -0.16033937429551434, -0.16032727229134316, 1.2415005723436314, 0.6426556756320373]",4.321877544523581,1.967068458457536,0.002581710148264463,2.5854766288375326,0.9999982816486954,0.0015409567047915183,0.0010978995472879648,-0.0014589091558110858
GradientDescent,8,46,"[0.38038854774657443, -0.09181763305192844, 0.5281252592059794, 1.194632284684611, -0.15957938266361424, -0.15956731991608616, 1.2399447570715394, 0.6428630535269766]",4.31518806740614,1.9649050168275037,0.002585476628837528,2.5891682049867795,0.9999982484744927,0.0015478173660697274,0.001099830369772024,-0.0014278126160848928
GradientDescent,8,47,"[0.37961538887036295, -0.09133281537020486, 0.5279321801420973, 1.193147507610225, -0.15881907253896682, -0.1588070492975753, 1.2383862300936268, 0.6430729045119932]",4.308479579370285,1.962740247839347,0.002589168204986745,2.592783530210998,0.999998214461037,0.001554622401402651,0.0011017168614348366,-0.001396326904237205
GradientDescent,8,48,"[0.3788374614565123, -0.09084850745139747, 0.5277384254719968, 1.1916622697255248, -0.15805846592343722, -0.15804648243626782, 1.236825059096065, 0.6432852474163347]",4.3017524507189115,1.9605742500420738,0.0025927835302109194,2.596321271364508,0.9999981795932571,0.0015613695103916267,0.0011035580483243408,-0.0013644568134162367
GradientDescent,8,49,"[0.37805473298872583, -0.09036472052755885, 0.5275439859478608, 1.1901766444533826, -0.15729758518908207, -0.157285641702758, 1.2352613132315056, 0.6435001010451105]",4.295007060313505,1.9584071234978,0.0025963212713645376,2.5997801098979996,0.9999981438561418,0.0015680563869450305,0.0011053529567815398,-0.0013322074473756892
GradientDescent,8,50,"[0.3772671711355947, -0.08988146598113694, 0.5273488521747253, 1.188690706019648, -0.15653645307717232, -0.15652454983679967, 1.2336950631151327, 0.6437174841750056]",4.288243795497969,1.9562389697687514,0.0025997801098980185,2.6031587431117185,0.9999981072347641,0.0015746807212564508,0.0011071006140828028,-0.0012995842228562375
GradientDescent,8,51,"[0.3764747437665355, -0.08939875534355694, 0.5271530146092785, 1.1872045294365208, -0.15577509269696133, -0.155763229946074, 1.2321263808195615, 0.6439374155499571]",4.281463052013358,1.9540698919030368,0.0026031587431117518,2.606455885419374,0.999998069714304,0.0015812402018118591,0.0011088000490916705,-0.0012665928715949303
GradientDescent,8,52,"[0.3756774189680629, -0.08891660029367676, 0.5269564635586841, 1.1857181904851317, -0.15501352752419356, -0.15500170550469763, 1.2305553398685627, 0.6441599138767943]",4.274665233903381,1.951899994419169,0.002606455885419394,2.6096702696209464,0.9999980312800733,0.0015877325174580553,0.0011104502929291478,-0.0012332394419387683
GradientDescent,8,53,"[0.37487516506039537, -0.0884350126561146, 0.5267591891794273, 1.1842317656973373, -0.15425178139934845, -0.15424000035146643, 1.2289820152295907, 0.6443849978208467]",4.267850753410574,1.9497293832893317,0.0026096702696208974,2.612800648182494,0.9999979919175426,0.0015941553595260503,0.0011120503796524272,-0.001199530300049058
GradientDescent,8,54,"[0.37406795061439063, -0.08795400439944741, 0.5265611814761876, 1.1827453323367283, -0.1534898785256156, -0.1534781386878302, 1.2274064833050942, 0.6446126860015233]",4.2610200308630795,1.9475581659213752,0.002612800648182545,2.615845794520963,0.9999979516123675,0.0016005064239971304,0.0011135993469480613,-0.0011654721306760764
GradientDescent,8,55,"[0.37325574446880744, -0.08747358763427905, 0.5263624303007359, 1.1812589683788566, -0.15272784346659657, -0.15271614507559436, 1.2258288219225917, 0.6448429969878653]",4.25417349455201,1.945386451139537,0.0026158457945210057,2.618804504291946,0.9999979103504186,0.001606783413708314,0.001115096236836082,-0.0011310719374896172
GradientDescent,8,56,"[0.3724385157478895, -0.08699377461117726, 0.5261629253508587, 1.179772752490685, -0.15196570114372948, -0.1519540444343442, 1.2242491103234947, 0.6450759492940755]",4.247311580599256,1.9432143491638776,0.00261880450429198,2.621675596678225,0.9999978681178093,0.0016129840406230898,0.0011165400963839213,-0.0010963370429421127
GradientDescent,8,57,"[0.37161623387926773, -0.08651457771847852, 0.5259626561693089, 1.178286764009267, -0.15120347683343274, -0.15119186203858848, 1.222667429150661, 0.6453115613750301]",4.240434732815896,1.9410419715884306,0.0026216755966781313,2.6244579156769,0.999997824900929,0.0016191060280983211,0.001117929978430685,-0.0010612750876579208
GradientDescent,8,58,"[0.37078886861217536, -0.08603600947996042, 0.525761612142784, 1.1768010829196625, -0.15044119616396434, -0.15042962351461847, 1.2210838604346657, 0.6455498516217726]",4.233543402551003,1.938869431358057,0.002624457915676973,2.6271503313828064,0.9999977806864724,0.0016251471132338498,0.0011192649423215383,-0.0010258940293244724
GradientDescent,8,59,"[0.36995639003597114, -0.08555808255238073, 0.5255597825009325, 1.1753157898321007, -0.149678885111994, -0.1496673548370801, 1.219498487578778, 0.6457908383569964]",4.226638048531026,1.9366968427440128,0.0026271503313828088,2.629751741265855,0.9999977354614762,0.0016311050492163468,0.001120544054646564,-0.0009902021410702565
GradientDescent,8,60,"[0.36911876859896425, -0.08508080972288333, 0.5253571563153888, 1.1738309659583976, -0.14891656999888517, -0.14890508232525565, 1.2179113953426304, 0.6460345398305185]",4.21971913668969,1.9345243213182204,0.002629751741265844,2.632261071439899,0.9999976892133515,0.001636977607708852,0.0011217663899912404,-0.0009542080093218567
GradientDescent,8,61,"[0.3682759751275355, -0.08460420390627048, 0.5251537224988369, 1.172346693087641, -0.14815427748668458, -0.1481428326390534, 1.2163226698245746, 0.6462809742147475]",4.212787139988524,1.9323519839262546,0.0026322610714398704,2.634677277920636,0.9999976419299198,0.001642762581256509,0.0011229310316892224,-0.0009179205311179243
GradientDescent,8,62,"[0.3674279808455472, -0.08412827814214192, 0.5249494698041033, 1.1708630535611557, -0.14739203457381758, -0.14738063277470287, 1.2147323984427156, 0.6465301596001501]",4.20584253822803,1.9301799486590439,0.0026346772779206394,2.636999347870031,0.9999975935994506,0.0016484577857198651,0.0011240370725821465,-0.0008813489108720371
GradientDescent,8,63,"[0.366574757394035, -0.08365304559190094, 0.5247443868232802, 1.1693801302467632, -0.14662986859048746, -0.1466185100601541, 1.2131406699146206, 0.64678211399072]",4.198885817849696,1.9280083348232953,0.002636999347870018,2.6392263008246792,0.9999975442106979,0.0016540610627007832,0.0011250836157827076,-0.000844502656569532
GradientDescent,8,64,"[0.36571627685117425, -0.08317851953562794, 0.5245384619868773, 1.1678980065123503, -0.14586780719377765, -0.14585649215018004, 1.2115475742356974, 0.6470368552994523]",4.191917471728864,1.925837262910651,0.0026392263008247476,2.6413571899055013,0.9999974937529407,0.0016595702820041583,0.0011260697754417067,-0.0008073915753856353
GradientDescent,8,65,"[0.3648525117525118, -0.08270471336882228, 0.5243316835630047, 1.1664167661987646, -0.1451058783624561, -0.14509460702118082, 1.209953202656246, 0.6472944013438272]",4.1849379989586275,1.9236668545655913,0.0026413571899055284,2.643391103006131,0.9999974422160224,0.0016649833440919469,0.0011269946775146944,-0.0007700257687232719
GradientDescent,8,66,"[0.3639834351114556, -0.08223164059901333, 0.5241240396565863, 1.1649364935920543, -0.1443441103914814, -0.1443328829656902, 1.2083576476571807, 0.6475547698413073]",4.1779479046249755,1.921497232552092,0.002643391103006199,2.6453271639573104,0.9999973895903925,0.001670298182527783,0.001127857460531642,-0.0007324156266462565
GradientDescent,8,67,"[0.3631090204400119, -0.08175931484224191, 0.5239155182086017, 1.1634572733950725, -0.14358253188621098, -0.14357134858658363, 1.2067610029244296, 0.6478179784048517]",4.170947699573311,1.9193285207190591,0.0026453271639572474,2.647164533664615,0.9999973358671469,0.0016755127664265523,0.0011286572763638451,-0.0006945718217159115
GradientDescent,8,68,"[0.36222924176976173, -0.08128774981941343, 0.523706106995361, 1.1619791906984653, -0.14282117175631145, -0.1428100327909891, 1.2051633633220165, 0.6480840445384503]",4.163937900166527,1.9171608439645478,0.0026471645336646767,2.6489024112167874,0.9999972810380716,0.001680625102899629,0.0011293932909928568,-0.0006565053022098121
GradientDescent,8,69,"[0.361344073673065, -0.08081695935252439, 0.5234957936278075, 1.1605023309510683, -0.14206005920937279, -0.1420489647839014, 1.2035648248638346, 0.6483529856326835]",4.156919028034945,1.9149943281988018,0.002648902411216848,2.650540034961989,0.9999972250956877,0.00168563323946327,0.0011300646852696024,-0.0006182272847301953
GradientDescent,8,70,"[0.3604534912844827, -0.08034695736076412, 0.5232845655508521, 1.1590267799297318, -0.14129922374422713, -0.14128817406150118, 1.2019654846841223, 0.6486248189603088]",4.149891609818315,1.912829100306119,0.002650540034962037,2.6520766835492546,0.9999971680332935,0.0016905352664403725,0.0011306706556772203,-0.0005797492461899256
GradientDescent,8,71,"[0.35955747032240587, -0.07987775785649369, 0.523072410042737, 1.157552623708603, -0.14053869514397482, -0.14052769040418148, 1.2003654410066538, 0.6488995616718793]",4.142856176900139,1.9106652881055792,0.0026520766835492694,2.6535116769324536,0.9999971098450102,0.001695329319332298,0.0011312104150828554,-0.000541082915173677
GradientDescent,8,72,"[0.35865598711087954, -0.07940937494110432, 0.522859314214429, 1.1560799486278863, -0.13977850346871964, -0.13976754386928306, 1.1987647931126624, 0.6491772307913982]",4.135813265134676,1.9085030203106557,0.0026535116769325004,2.6548443773340957,0.9999970505258281,0.001700013581145641,0.0011316831934846375,-0.000502240262678163
GradientDescent,8,73,"[0.35774901860160957, -0.07894182280075789, 0.5226452650090428, 1.1546088412621147, -0.13901867904801637, -0.13900776478354263, 1.1971636413075137, 0.6494578432120104]",4.128763414566841,1.9063424264877418,0.0026548443773340134,2.65607419016633,0.9999969900716505,0.0017045862847015097,0.0011320882387507055,-0.0004632334922279964
GradientDescent,8,74,"[0.35683654239614016, -0.07847511570201199, 0.5224302492012924, 1.1531393883879546, -0.13825925247303414, -0.13824838373525647, 1.195562086886148, 0.6497414156917376]",4.121707169145431,1.9041836370136218,0.0026560741901663163,2.6572005649065353,0.9999969284793427,0.001709045714877829,0.001132424817348963,-0.00042407502937059715
GradientDescent,8,75,"[0.3559185367681892, -0.07800926798733292, 0.5222142533969716, 1.1516716769515778, -0.13750025458843934, -0.13748943156616397, 1.1939602320973182, 0.6500279648492585]",4.114645076429998,1.9020267830319235,0.0026572005649065466,2.658222995924953,0.9999968657467757,0.0017133902108085036,0.0011326922150643726,-0.00038477751055786985
GradientDescent,8,76,"[0.3549949806861273, -0.07754429407049929, 0.5219972640324622, 1.1502057940356294, -0.13674171648400277, -0.1367309393630552, 1.1923581801066454, 0.6503175071597375]",4.107577687291695,1.8998719964085806,0.0026582229959248747,2.6591410232618427,0.999996801872874,0.0017176181680377087,0.001132889737708142,-0.0003453537714093017
GradientDescent,8,77,"[0.3540658538355876, -0.07708020843190007, 0.5217792673742694, 1.1487418268258225, -0.13598366948593554, -0.13597293844910743, 1.1907560349585236, 0.6506100589507048]",4.100505555608603,1.8977194096863517,0.002659141023261802,2.6599542333517565,0.9999967368576625,0.0017217280405851358,0.0011330167118090552,-0.0003058168343837351
GradientDescent,8,78,"[0.3531311366421914, -0.07661702561373038, 0.5215602495185842, 1.1472798625771938, -0.1352261451479596, -0.13521546037495638, 1.189153901536901, 0.6509056363979928]",4.093429237955824,1.8955691560384262,0.002659954233351766,2.6606622596925487,0.9999966707023104,0.00172571834297347,0.0011330724852947637,-0.00026617989584729615
GradientDescent,8,79,"[0.3521908102943754, -0.07615476021508899, 0.5213401963908709, 1.1458199885800524, -0.13446917524211854, -0.13445853690950746, 1.187551885524974, 0.6512042555217288]",4.08634929329088,1.8934213692211674,0.0026606622596924544,2.6612647834568612,0.9999966034091801,0.0017295876521564422,0.0011330564281534774,-0.00022645631256565553
GradientDescent,8,80,"[0.35124485676630457, -0.0756934268869816, 0.5211190937454803, 1.1443622921256555, -0.13371279174933492, -0.13370220003049407, 1.1859500933638254, 0.6515059321823892]",4.0792662826347765,1.8912761835260277,0.002661264783456896,2.661761534043911,0.9999965349818698,0.0017333346093865332,0.0011329679330819877,-0.00018665958762834663
GradientDescent,8,81,"[0.35029325884085666, -0.07523304032723392, 0.5208969271652861, 1.1429068604716486, -0.1329570268497215, -0.13294648191478936, 1.1843486322100487, 0.6518106820769164]",4.072180768749284,1.889133733730688,0.002661761534043905,2.662152289569497,0.9999964654252601,0.0017369579219809826,0.001132806416112861,-0.00014680335581840207
GradientDescent,8,82,"[0.34933600013266086, -0.07477361527531934, 0.5206736820613456, 1.1414537808073029, -0.13220191291265318, -0.13219141492847913, 1.1827476098923944, 0.652118520734902]",4.065093315810831,1.8869941550494636,0.0026621522895694705,2.6624368772922726,0.999996394745556,0.0017404563650130075,0.0011325713172243847,-0.00010690136844933476
